model,MAE,RMSE,R2,train_time_s,inference_time_s,inference_time_per_sample_s,n_features,removed_low_variance_columns,search_strategy,selected_by,n_configs_evaluated,search_time_s,approach,source_run_id,train_time_source,h2o_leader_model_id,automl_tool,run_project_name,subset,model_short,rank_RMSE,rank_MAE,rank_R2,rank_train_time_s,rank_inference_time_s,is_pareto_optimal,passes_rmse_filter,RMSE_norm,train_time_s_norm,inference_time_s_norm,ideal_distance,is_best_compromise
LightGBM,26.816648037674373,37.69927794981991,0.5219273041860353,1.0933181000000332,0.0031949000040185,1.2882661306526466e-05,25,,limited_random_search,RMSE_validation,20.0,21.636170600002515,Traditional baseline,FD004_baseline,,,,,FD004,LightGBM,1,1,1,2,2,True,True,0.0,0.0,0.0,0.0,True
